DATE,Analysed,Reference,vals,HOM
2019-06-06,-2070966.8491620403,-592282.4863538593,-1478684.362808181,-2070966.8491620403
2019-06-07,-2568335.1781801805,-1181038.456135109,-1387296.7220450714,-2568335.1781801805
2019-06-08,-2362884.424212057,-1531632.8822305053,-831251.5419815518,-2362884.424212057
2019-06-09,-3203296.1466005035,-750875.1644464582,-2452420.9821540453,-3203296.1466005035
2019-06-10,-2245909.1573206782,-1523126.4432068616,-722782.7141138166,-2245909.1573206782
2019-06-11,-1654232.0357666519,-1136039.5906546265,-518192.44511202537,-1654232.0357666519
2019-06-12,-1887779.6557854377,-1673873.6172095388,-213906.03857589886,-1887779.6557854377
2019-06-13,-1269759.287024226,-539222.3644426614,-730536.9225815646,-1269759.287024226
2019-06-14,-2883029.477547083,-1233584.4966961294,-1649444.9808509536,-2883029.477547083
2019-06-15,-1977427.4949291144,-1905622.8720838875,-71804.6228452269,-1977427.4949291144
2019-06-16,-3006411.495702291,-2525120.932545826,-481290.56315646507,-3006411.495702291
2019-06-17,-1345956.8126691212,-1808155.9221057743,462199.1094366531,-1345956.8126691212
2019-06-18,-2768264.2593400646,-1597334.576418385,-1170929.6829216797,-2768264.2593400646
